tempC_avg(0C),Relative humidity_avg(%),windspeedKmph_avg(Km/h),pressureMB_avg,precipMM_avg(mm),weatherDesc,Sunshine Hours,%_soil_moisure,Type of Disease (Bacterial Blight/Telya),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
24,85,29,1005,0.0666666666666666,3,3.8,55,0,0,0,0,1
31,27,12,1009,0.0,5,11.2,31,0,0,0,0,0
27,47,7,1011,0.0,4,9.1,62,1,0,0,0,0
20,42,6,1010,0.0,5,9.8,45,0,0,0,0,0
27,74,8,1008,0.166666666666666,3,5.4,52,1,1,0,0,0
31,26,12,1007,0.0,5,10.4,35,0,0,0,0,0
23,86,12,1008,0.1,3,3.9,52,0,0,0,0,1
26,65,6,1009,0.0999999999999999,3,9.1,55,1,1,0,0,0
28,39,4,1013,0.0333333333333333,2,10.7,45,1,0,0,0,0
27,68,17,1004,0.0999999999999999,2,6.2,50,1,1,0,0,0
24,27,8,1013,0.0,5,9.7,42,0,0,0,0,0
22,21,4,1011,0.0,5,9.8,45,0,0,0,0,0
23,85,18,1004,0.0666666666666666,3,3.9,62,0,0,1,0,1
23,32,2,1010,0.0,5,9.6,45,0,0,0,0,0
31,47,22,1005,0.0,4,6.2,32,0,0,0,0,0
25,80,19,1002,0.1,3,6.2,55,1,1,0,0,1
24,45,6,1012,0.0,5,9.8,44,0,0,0,0,0
27,74,20,1003,1.46666666666666,1,6.2,61,1,1,0,0,0
33,22,11,1009,0.0,4,11.2,31,0,0,0,0,0
28,68,33,1001,0.0666666666666666,3,6.2,45,1,1,0,0,0
25,58,5,1013,0.0666666666666666,3,9.8,50,1,1,0,0,0
25,77,28,1003,0.0,3,3.8,55,1,1,0,0,0
23,34,6,1014,0.0,5,9.6,43,0,0,0,0,0
25,31,5,1013,0.0,5,10.7,35,0,0,0,0,0
33,14,6,1012,0.0,5,10.7,35,0,0,0,0,0
30,41,19,1005,0.0,4,10.4,33,1,0,0,0,0
25,37,10,1014,0.0,5,9.7,44,0,0,0,0,0
24,82,16,1002,0.0333333333333333,3,3.8,50,0,0,0,0,1
35,13,4,1009,0.0,3,11.2,40,1,0,0,0,0
33,39,11,1005,0.0,5,10.4,32,0,0,0,0,0
30,23,6,1013,0.0,5,10.1,40,0,0,0,0,0
23,79,11,1010,0.0666666666666666,3,5.4,50,0,0,0,0,0
26,20,15,1011,0.0,5,10.1,45,0,0,0,0,0
23,84,14,1010,0.0,3,5.4,54,0,0,0,0,1
32,38,13,1005,0.0333333333333333,3,10.4,32,1,0,0,0,0
33,35,10,1007,0.0,5,10.4,33,0,0,0,0,0
21,29,10,1016,0.0,5,9.6,45,0,0,0,0,0
22,88,25,1007,0.4333333333333329,1,9.1,61,0,0,1,0,1
25,80,13,1004,0.36666666666666603,1,6.2,60,1,1,0,0,1
22,32,14,1015,0.0,5,9.8,45,0,0,0,0,0
28,41,9,1011,0.0,5,9.1,45,0,0,0,0,0
29,33,7,1012,0.0,4,10.7,31,0,0,0,0,0
29,30,10,1007,0.0,5,11.2,34,0,0,0,0,0
23,87,11,1006,0.0666666666666666,3,5.4,56,0,0,0,0,1
26,72,19,1003,0.33333333333333304,3,6.2,52,1,1,0,0,0
29,36,7,1009,0.0333333333333333,3,10.7,32,1,0,0,0,0
28,70,15,1005,0.0666666666666666,3,6.2,50,1,1,0,0,0
34,18,12,1008,0.0,5,11.2,30,0,0,0,0,0
24,85,12,1007,0.23333333333333303,3,3.9,56,0,0,0,0,1
23,90,17,1002,0.7666666666666658,1,3.9,70,0,0,1,1,0
23,89,14,1003,0.4,3,5.4,55,0,0,0,0,1
26,28,8,1014,0.0,5,10.1,40,0,0,0,0,0
31,25,12,1010,0.0,5,11.2,35,0,0,0,0,0
31,24,10,1012,0.0,5,10.7,32,0,0,0,0,0
32,17,5,1010,0.0,5,10.7,34,0,0,0,0,0
23,87,16,1003,0.3,3,3.9,55,0,0,0,0,1
24,22,7,1018,0.0,5,9.8,42,0,0,0,0,0
29,46,10,1007,0.0,5,10.4,33,0,0,0,0,0
27,59,6,1009,0.0,5,5.4,45,1,1,0,0,0
23,36,9,1013,0.0,3,9.6,42,0,0,0,0,0
28,52,6,1008,0.0,5,9.1,45,0,0,0,0,0
26,29,6,1014,0.0,5,9.8,42,0,0,0,0,0
27,42,11,1012,0.133333333333333,3,10.1,45,1,0,0,0,0
33,26,10,1010,0.0,5,10.4,31,0,0,0,0,0
32,39,15,1006,0.0,5,10.4,31,0,0,0,0,0
25,46,9,1014,0.0,5,9.7,43,0,0,0,0,0
29,61,21,1004,0.0,4,10.4,30,1,1,0,0,0
24,82,8,1007,0.4333333333333329,1,5.4,60,0,0,1,0,1
29,54,23,1007,0.0,3,10.4,45,1,1,0,0,0
26,78,13,1004,0.0333333333333333,3,3.8,50,1,1,0,0,0
25,20,5,1013,0.0,5,9.8,45,0,0,0,0,0
31,31,10,1007,0.0,5,11.2,33,0,0,0,0,0
25,77,12,1009,0.0666666666666666,3,3.9,60,1,1,0,0,0
25,75,13,1004,0.0,3,3.9,45,1,1,0,0,0
25,76,16,1003,0.166666666666666,3,3.8,56,1,1,0,0,0
19,24,11,1015,0.0,5,9.6,40,0,0,0,0,0
24,83,20,1003,0.133333333333333,3,3.9,50,0,0,0,0,1
17,87,8,1012,1.26666666666666,2,9.6,65,0,0,1,0,1
28,25,8,1011,0.0,5,10.7,31,0,0,0,0,0
25,71,8,1007,0.133333333333333,3,9.1,60,1,1,0,0,0
24,39,6,1012,0.0,5,9.6,44,0,0,0,0,0
33,25,14,1009,0.0,5,11.2,35,0,0,0,0,0
24,35,4,1015,0.0,5,9.6,43,0,0,0,0,0
25,41,6,1014,0.0,5,9.8,41,0,0,0,0,0
24,76,9,1011,0.0333333333333333,3,5.4,52,0,0,0,0,0
26,81,7,1003,0.166666666666666,3,5.4,55,1,0,0,0,1
27,34,14,1007,0.0,5,11.2,30,0,0,0,0,0
22,94,14,1006,0.6666666666666661,2,3.9,64,0,0,1,0,1
27,24,5,1013,0.0,5,9.7,44,0,0,0,0,0
24,31,5,1015,0.0,5,9.8,40,0,0,0,0,0
23,87,10,1006,0.0666666666666666,3,5.4,54,0,0,0,0,1
22,49,4,1008,0.0,4,9.0,40,0,0,0,0,0
25,49,10,1012,0.0,5,9.1,50,0,0,0,0,0
33,38,10,1005,0.0,5,10.4,34,0,0,0,0,0
28,40,11,1013,0.0,4,9.1,45,0,0,0,0,0
35,16,4,1009,0.0,5,10.7,34,0,0,0,0,0
29,22,9,1009,0.0,5,10.7,35,0,0,0,0,0
28,44,10,1012,0.0,5,9.1,45,0,0,0,0,0
23,29,8,1011,0.0,5,9.8,45,0,0,0,0,0
25,87,6,1004,0.6,1,5.4,65,1,0,1,0,1
32,34,19,1007,0.0,5,10.4,30,0,0,0,0,0
33,21,6,1010,0.0,5,10.7,31,0,0,0,0,0
25,79,15,1005,0.0333333333333333,3,3.8,50,1,1,0,0,0
33,32,19,1007,0.0,5,10.4,31,0,0,0,0,0
22,59,20,1010,0.0,4,10.7,32,0,0,0,0,0
24,45,6,1012,0.0,5,9.7,44,0,0,0,0,0
33,25,6,1011,0.0,5,10.7,33,0,0,0,0,0
33,31,18,1008,0.0,5,10.4,33,0,0,0,0,0
25,82,12,1002,0.133333333333333,3,5.4,51,1,0,0,0,1
32,20,5,1011,0.0,5,10.7,34,0,0,0,0,0
22,89,18,1007,0.0,3,5.4,54,0,0,0,0,1
22,56,9,1012,0.0,4,9.8,43,0,0,0,0,0
24,82,18,1003,0.266666666666666,1,6.2,63,0,0,1,0,1
24,24,3,1013,0.0,5,9.8,41,0,0,0,0,0
33,40,16,1007,0.0,5,10.4,34,0,0,0,0,0
22,58,5,1009,0.0,5,9.6,42,0,0,0,0,0
29,21,10,1013,0.0,5,10.7,34,0,0,0,0,0
32,45,25,1005,0.0,5,6.2,33,0,0,0,0,0
24,83,12,1007,0.0666666666666666,3,3.9,50,0,0,0,0,1
26,72,15,1004,0.166666666666666,3,3.8,48,1,1,0,0,0
27,22,6,1013,0.0,5,10.1,45,0,0,0,0,0
24,81,33,1007,0.0333333333333333,3,3.9,50,0,0,0,0,1
24,88,21,1003,0.133333333333333,3,6.2,55,0,0,0,0,1
33,33,15,1008,0.0,5,10.4,34,0,0,0,0,0
34,19,14,1010,0.0,5,11.2,33,0,0,0,0,0
25,49,5,1014,0.0,5,9.1,50,0,0,0,0,0
30,18,9,1011,0.0,5,10.7,33,0,0,0,0,0
25,75,8,1008,0.0666666666666666,3,5.4,51,1,1,0,0,0
33,26,16,1007,0.0,4,10.4,31,0,0,0,0,0
25,78,6,1009,0.23333333333333303,3,9.1,53,1,1,0,0,0
23,78,3,1010,0.19999999999999898,3,9.7,50,0,0,0,0,0
25,82,16,1007,0.4,3,3.8,60,1,0,1,0,1
20,41,9,1014,0.0,4,9.8,43,0,0,0,0,0
26,46,7,1011,0.0333333333333333,3,9.1,50,1,0,0,0,0
32,21,12,1008,0.0,5,11.2,32,0,0,0,0,0
32,27,6,1009,0.0333333333333333,5,11.2,35,0,0,0,0,0
24,84,9,1008,0.0999999999999999,3,5.4,60,0,0,1,0,1
23,90,25,1001,1.03333333333333,1,6.2,65,0,0,1,0,1
25,81,3,1008,0.3,3,5.4,62,1,0,1,0,1
23,83,14,1008,0.0333333333333333,3,5.4,60,0,0,1,0,1
28,72,7,1011,0.33333333333333304,1,5.4,55,1,1,0,0,0
24,32,6,1012,0.0,5,9.6,40,0,0,0,0,0
27,64,15,1006,0.0999999999999999,3,3.8,48,1,1,0,0,0
24,88,15,1003,0.5666666666666661,2,3.8,65,0,0,1,0,1
25,82,8,1006,0.33333333333333304,1,5.4,70,1,0,1,1,0
30,24,8,1012,0.0,5,10.1,45,0,0,0,0,0
33,42,13,1004,0.0,5,10.4,34,0,0,0,0,0
33,39,12,1006,0.0,5,10.4,34,0,0,0,0,0
25,27,6,1010,0.0,5,10.1,42,0,0,0,0,0
32,53,15,1001,0.0,5,6.2,31,0,0,0,0,0
24,83,2,1012,0.2,3,9.7,50,0,0,0,0,1
26,33,7,1011,0.0,5,9.7,44,0,0,0,0,0
24,32,5,1015,0.0,5,9.8,43,0,0,0,0,0
28,68,16,1004,0.7666666666666658,1,6.2,55,1,1,0,0,0
25,79,11,1004,0.33333333333333304,3,3.8,60,1,1,0,0,0
30,36,3,1014,0.0333333333333333,3,10.7,42,1,0,0,0,0
34,27,8,1009,0.0,5,11.2,31,0,0,0,0,0
26,67,16,1004,0.0666666666666666,3,3.8,46,1,1,0,0,0
24,88,5,1006,0.0999999999999999,3,3.9,60,0,0,1,0,1
24,27,5,1012,0.0,5,9.8,40,0,0,0,0,0
23,45,13,1015,0.0,4,9.6,44,0,0,0,0,0
27,23,8,1012,0.0,5,10.1,40,0,0,0,0,0
23,90,13,1004,0.5666666666666661,1,3.8,65,0,0,1,1,1
23,31,8,1014,0.0,5,9.8,40,0,0,0,0,0
24,81,10,1010,0.0333333333333333,3,5.4,50,0,0,0,0,1
24,83,32,1005,0.1,3,3.8,61,0,0,1,0,1
22,90,18,1009,0.266666666666666,1,9.1,64,0,0,1,0,1
22,38,8,1009,0.0,5,10.1,42,0,0,0,0,0
26,70,9,1010,0.0333333333333333,5,5.4,55,0,0,0,0,0
26,16,7,1010,0.0,5,10.1,43,0,0,0,0,0
28,56,5,1008,0.0,5,9.1,45,0,0,0,0,0
32,35,12,1006,0.0,5,10.4,32,0,0,0,0,0
25,83,7,1003,0.0666666666666666,3,3.8,62,1,0,1,0,1
22,25,11,1015,0.0,5,10.1,41,0,0,0,0,0
34,28,13,1005,0.0,5,10.4,31,0,0,0,0,0
26,81,9,1002,0.3,1,5.4,60,1,0,1,0,1
25,85,8,1008,0.733333333333333,1,5.4,65,1,0,1,0,1
27,11,6,1012,0.0,5,10.7,33,0,0,0,0,0
22,90,13,1004,0.266666666666666,3,3.9,62,0,0,1,0,1
33,18,11,1006,0.0,5,11.2,34,0,0,0,0,0
29,47,4,1011,0.1,3,10.4,40,1,0,0,0,0
25,44,11,1011,0.0,5,9.1,48,0,0,0,0,0
29,43,9,1010,0.0,2,11.2,30,1,0,0,0,0
24,46,6,1013,0.0,5,9.8,43,0,0,0,0,0
33,17,4,1013,0.0,5,10.7,33,0,0,0,0,0
20,38,7,1014,0.0,5,9.6,45,0,0,0,0,0
35,21,5,1004,0.0,5,11.2,32,0,0,0,0,0
24,35,6,1011,0.0,5,9.8,43,0,0,0,0,0
26,75,12,1004,0.3,3,3.8,55,1,1,0,0,0
23,86,18,1003,0.166666666666666,3,3.9,52,0,0,0,0,1
32,24,9,1010,0.0,5,11.2,32,0,0,0,0,0
25,84,8,1005,0.133333333333333,3,3.9,60,1,0,1,0,1
26,42,8,1009,0.0,5,9.6,41,0,0,0,0,0
30,29,16,1008,0.0,5,11.2,32,0,0,0,0,0
24,89,8,1004,0.133333333333333,3,5.4,50,0,0,0,0,1
33,17,13,1008,0.0,5,11.2,31,0,0,0,0,0
33,27,22,1006,0.0,5,11.2,33,0,0,0,0,0
32,29,9,1008,0.0,5,11.2,30,0,0,0,0,0
27,72,34,1006,0.0666666666666666,3,3.8,55,1,1,0,0,0
32,36,16,1007,0.0,4,10.4,31,1,0,0,0,0
29,21,13,1013,0.0,5,10.1,41,0,0,0,0,0
29,26,6,1012,0.0,5,10.1,44,0,0,0,0,0
34,18,6,1010,0.0,5,10.7,35,0,0,0,0,0
23,89,18,1004,0.6666666666666661,1,3.8,56,0,0,0,0,1
34,21,5,1010,0.0,5,11.2,30,0,0,0,0,0
23,80,13,1003,0.0333333333333333,3,3.8,48,0,1,0,0,1
26,69,23,1004,0.0333333333333333,3,6.2,45,1,1,0,0,0
24,87,16,1003,0.4,1,3.8,62,0,0,1,0,1
25,78,15,1007,0.133333333333333,3,3.9,48,1,1,0,0,0
25,84,27,1003,0.33333333333333304,1,3.8,62,1,0,1,0,1
26,77,24,1005,0.0,3,6.2,50,1,1,0,0,0
24,88,7,1007,0.23333333333333303,3,3.9,50,0,0,0,0,1
24,84,23,1005,0.0666666666666666,3,3.9,67,0,0,1,1,0
24,88,10,1006,0.0,3,3.9,55,0,0,0,0,1
22,87,24,1006,0.5666666666666661,3,3.8,50,0,0,0,0,1
22,33,7,1015,0.0,5,9.6,44,0,0,0,0,0
24,77,10,1009,0.0666666666666666,3,5.4,56,0,0,0,0,0
24,84,14,1008,0.23333333333333303,3,5.4,55,0,0,0,0,1
35,23,7,1005,0.0,5,10.4,32,0,0,0,0,0
23,90,11,1005,0.4333333333333329,3,5.4,61,0,0,1,0,1
24,30,4,1015,0.0,5,9.6,43,0,0,0,0,0
27,76,12,1006,1.13333333333333,1,6.2,65,1,1,0,0,0
25,38,7,1013,0.0,5,9.7,45,0,0,0,0,0
24,85,7,1009,0.36666666666666603,1,9.1,55,0,0,0,0,1
25,25,4,1013,0.0,5,9.8,43,0,0,0,0,0
32,15,6,1011,0.0,5,10.7,35,0,0,0,0,0
34,22,8,1008,0.0,5,11.2,33,0,0,0,0,0
31,53,14,1005,0.166666666666666,2,10.4,40,1,0,0,0,0
31,20,19,1009,0.0,5,11.2,35,0,0,0,0,0
28,42,10,1007,0.0333333333333333,2,11.2,31,1,0,0,0,0
19,50,12,1014,0.0,4,9.8,40,0,0,0,0,0
26,89,3,1002,0.8666666666666658,2,3.9,67,1,0,1,1,0
31,17,6,1012,0.0,5,10.7,35,0,0,0,0,0
23,38,15,1012,0.0333333333333333,3,10.1,41,0,0,0,0,0
28,43,4,1012,0.0,4,9.7,45,1,0,0,0,0
30,23,5,1010,0.0,5,10.7,34,0,0,0,0,0
26,77,12,1002,1.6,1,3.8,60,1,1,0,0,0
22,41,12,1011,0.0,5,9.8,41,0,0,0,0,0
34,27,10,1005,0.0,5,10.4,33,0,0,0,0,0
24,33,7,1016,0.0,4,9.8,43,0,0,0,0,0
25,80,16,1004,0.23333333333333303,3,3.8,50,1,1,0,0,1
25,33,13,1011,0.0,4,10.7,32,1,0,0,0,0
23,86,19,1006,0.23333333333333303,3,3.8,50,0,0,0,0,1
22,32,7,1014,0.0,5,9.8,41,0,0,0,0,0
25,82,24,1003,0.166666666666666,3,3.8,60,1,0,1,0,1
27,40,4,1012,0.0,4,9.7,45,1,0,0,0,0
33,33,10,1007,0.0,5,10.4,32,0,0,0,0,0
24,84,15,1000,0.23333333333333303,3,3.9,60,0,0,1,0,1
25,46,11,1010,0.0,4,9.8,43,1,0,0,0,0
24,77,10,1010,0.23333333333333303,3,5.4,50,0,0,0,0,0
33,22,17,1010,0.0,5,11.2,32,0,0,0,0,0
28,31,16,1007,0.0,4,10.7,30,1,0,0,0,0
24,48,9,1014,0.0,5,9.6,45,0,0,0,0,0
26,64,5,1009,0.0,4,9.7,45,0,0,0,0,0
21,57,6,1013,0.0333333333333333,3,8.0,43,0,0,0,0,0
26,47,6,1010,0.0,5,9.1,45,0,0,0,0,0
24,31,9,1013,0.0,4,9.8,44,0,0,0,0,0
23,86,21,1003,0.166666666666666,3,3.9,55,0,0,0,0,1
26,80,4,1007,0.633333333333333,1,3.9,55,1,1,0,0,1
26,30,6,1012,0.0,5,9.7,43,0,0,0,0,0
27,36,4,1011,0.0,5,9.7,41,0,0,0,0,0
27,67,16,1005,0.0333333333333333,3,6.2,50,1,1,0,0,0
25,79,6,1010,0.0999999999999999,3,9.1,55,1,1,0,0,0
27,63,8,1009,0.0333333333333333,5,5.4,48,0,0,0,0,0
27,33,9,1012,0.0,4,10.1,43,1,0,0,0,0
25,83,19,1002,0.6666666666666661,2,3.9,48,1,0,0,0,1
24,21,4,1011,0.0,5,9.8,42,0,0,0,0,0
26,25,8,1015,0.0,5,9.6,41,0,0,0,0,0
23,29,4,1015,0.0,5,9.8,42,0,0,0,0,0
30,35,10,1007,0.0,5,10.4,34,0,0,0,0,0
26,73,21,1002,0.133333333333333,3,6.2,50,1,1,0,0,0
22,46,9,1010,0.0,5,9.8,43,0,0,0,0,0
28,24,4,1012,0.0,5,10.1,41,0,0,0,0,0
27,49,4,1008,0.0,5,9.1,50,0,0,0,0,0
22,80,9,1009,0.33333333333333304,3,9.7,60,0,0,0,0,1
27,50,7,1008,0.0,5,9.1,45,0,0,0,0,0
24,89,18,1006,0.733333333333333,1,5.4,63,0,0,1,0,1
24,85,12,1007,0.0666666666666666,3,3.9,65,0,0,1,0,1
26,76,6,1008,0.0666666666666666,2,9.1,53,1,1,0,0,0
25,71,6,1011,0.0333333333333333,3,9.1,55,1,1,0,0,0
28,41,4,1013,0.0,5,9.1,45,0,0,0,0,0
23,88,13,1007,0.1,3,3.9,50,0,0,0,0,1
27,38,8,1013,0.0,4,9.8,42,0,0,0,0,0
26,39,5,1015,0.0,5,9.6,41,0,0,0,0,0
21,49,3,1011,0.0,5,9.6,41,0,0,0,0,0
27,19,7,1013,0.0,5,10.1,42,0,0,0,0,0
23,39,7,1016,0.0,5,10.1,44,0,0,0,0,0
32,30,11,1007,0.0,5,11.2,34,0,0,0,0,0
23,83,14,1008,0.0,3,9.1,56,0,0,0,0,1
26,29,6,1013,0.0,5,9.8,40,0,0,0,0,0
29,63,21,1007,0.0,2,6.2,45,1,1,0,0,0
36,29,15,1001,0.0,5,10.4,32,0,0,0,0,0
30,30,7,1010,0.0,5,10.7,34,0,0,0,0,0
26,72,8,1011,0.0666666666666666,3,9.1,53,1,1,0,0,0
27,73,9,1004,0.33333333333333304,1,6.2,65,1,1,0,0,0
23,38,7,1012,0.0,5,9.8,43,0,0,0,0,0
27,35,7,1010,0.0,5,9.7,40,0,0,0,0,0
27,24,7,1013,0.0,5,10.7,31,0,0,0,0,0
25,59,5,1012,0.133333333333333,3,9.6,44,1,1,0,0,0
25,41,8,1012,0.0,5,10.1,41,0,0,0,0,0
25,82,17,1003,0.23333333333333303,3,3.8,50,1,0,0,0,1
26,38,8,1013,0.0,4,9.8,40,1,0,0,0,0
28,44,6,1012,0.0,5,9.1,45,0,0,0,0,0
33,16,12,1010,0.0,4,11.2,34,0,0,0,0,0
25,78,21,1002,0.133333333333333,3,6.2,50,1,1,0,0,0
31,56,14,1005,0.0,4,6.2,33,1,0,0,0,0
25,77,19,1004,0.0333333333333333,3,3.9,50,1,1,0,0,0
28,19,7,1011,0.0,5,10.1,45,0,0,0,0,0
21,25,5,1015,0.0,5,9.8,45,0,0,0,0,0
35,6,6,1008,0.0,5,11.2,34,0,0,0,0,0
24,88,17,1006,0.6666666666666661,1,5.4,60,0,0,1,0,1
25,81,7,1004,0.166666666666666,3,5.4,51,1,0,0,0,1
32,23,4,1013,0.0,5,10.7,34,0,0,0,0,0
23,89,28,1004,0.23333333333333303,3,3.9,67,0,0,1,1,0
28,43,6,1013,0.0,4,9.1,45,1,0,0,0,0
21,54,12,1013,0.0,4,9.6,42,0,0,0,0,0
27,27,10,1011,0.0,5,10.7,34,0,0,0,0,0
30,34,18,1010,0.0,4,11.2,31,1,0,0,0,0
23,35,11,1013,0.0,5,9.7,41,0,0,0,0,0
33,15,6,1009,0.0,5,11.2,35,0,0,0,0,0
25,32,7,1013,0.0,5,9.7,41,0,0,0,0,0
34,13,10,1011,0.0,5,10.7,32,0,0,0,0,0
33,26,16,1008,0.0,5,11.2,35,0,0,0,0,0
30,17,13,1012,0.0,5,10.7,30,0,0,0,0,0
25,70,5,1006,0.0,3,9.1,55,1,1,0,0,0
27,35,6,1012,0.0,5,9.7,45,0,0,0,0,0
23,85,37,1004,0.1,3,3.9,50,0,0,0,0,1
23,42,6,1011,0.0,5,9.8,44,0,0,0,0,0
25,75,15,1004,0.0666666666666666,3,3.8,56,1,1,0,0,0
28,65,11,1000,0.4,1,6.2,50,1,1,0,0,0
25,81,11,1007,0.23333333333333303,3,3.9,56,1,0,0,0,1
23,89,33,1003,0.8,1,3.8,70,0,0,1,1,0
31,21,5,1010,0.0,5,10.7,31,0,0,0,0,0
24,36,12,1011,0.0,5,10.7,34,0,0,0,0,0
29,18,6,1010,0.0,5,10.1,43,0,0,0,0,0
26,24,7,1015,0.0,5,9.8,44,0,0,0,0,0
25,87,14,1001,2.26666666666666,1,9.1,65,1,0,1,0,1
25,27,8,1013,0.0,5,10.1,43,0,0,0,0,0
27,38,7,1013,0.0,4,10.1,44,1,0,0,0,0
25,83,6,1003,0.266666666666666,3,3.8,60,1,0,1,0,1
27,44,8,1012,0.166666666666666,3,10.1,43,1,0,0,0,0
27,45,4,1013,0.0,5,9.6,41,0,0,0,0,0
29,32,14,1010,0.0,5,11.2,33,0,0,0,0,0
31,31,3,1014,0.0,5,10.7,34,0,0,0,0,0
29,49,20,1010,0.0,5,10.4,35,0,0,0,0,0
30,33,5,1012,0.0,4,11.2,32,1,0,0,0,0
24,33,7,1014,0.0,5,9.6,45,0,0,0,0,0
24,85,21,1011,0.166666666666666,3,5.4,60,0,0,1,0,1
32,27,9,1007,0.0,3,11.2,30,1,0,0,0,0
33,44,11,1004,0.0,5,10.4,35,0,0,0,0,0
34,11,14,1008,0.0,5,11.2,31,0,0,0,0,0
32,23,7,1010,0.0,5,10.7,34,0,0,0,0,0
28,24,4,1012,0.0,4,10.1,43,1,0,0,0,0
26,24,5,1018,0.0,5,9.6,44,0,0,0,0,0
21,38,15,1015,0.0,5,9.6,43,0,0,0,0,0
29,20,6,1011,0.0,5,10.1,44,0,0,0,0,0
24,81,13,1002,0.266666666666666,3,3.8,56,0,0,0,0,1
25,39,7,1012,0.0,5,9.7,42,0,0,0,0,0
32,38,18,1008,0.0,5,10.4,34,0,0,0,0,0
24,83,25,1003,0.133333333333333,3,3.8,62,0,0,1,0,1
26,89,5,1004,0.7666666666666658,1,6.2,65,1,0,1,0,1
25,78,5,1006,0.0999999999999999,3,5.4,52,1,1,0,0,0
25,83,6,1006,0.23333333333333303,3,9.1,50,1,0,0,0,1
26,78,6,1009,0.6,1,5.4,62,1,1,0,0,0
31,17,4,1009,0.0,5,11.2,30,0,0,0,0,0
25,33,3,1013,0.0,5,9.6,44,0,0,0,0,0
30,14,11,1010,0.0,5,10.7,30,0,0,0,0,0
26,45,5,1013,0.0,5,9.1,52,0,0,0,0,0
22,34,10,1015,0.0,5,9.8,42,0,0,0,0,0
20,34,8,1013,0.0,5,9.8,45,0,0,0,0,0
24,84,8,1006,0.0333333333333333,3,5.4,50,0,0,0,0,1
25,35,10,1012,0.0,5,9.8,41,0,0,0,0,0
26,41,5,1012,0.0,5,9.7,42,0,0,0,0,0
30,16,6,1008,0.0,5,10.1,44,0,0,0,0,0
25,24,5,1014,0.0,5,9.8,45,0,0,0,0,0
29,29,5,1010,0.0,5,10.7,31,0,0,0,0,0
22,23,10,1018,0.0,5,9.6,44,0,0,0,0,0
25,79,9,1005,0.133333333333333,3,3.9,50,1,1,0,0,0
30,21,9,1010,0.0,5,10.7,35,0,0,0,0,0
25,64,11,1012,0.0,4,9.1,51,0,0,0,0,0
32,20,18,1010,0.0,5,10.7,33,0,0,0,0,0
32,35,14,1007,0.0,5,10.4,32,0,0,0,0,0
26,44,9,1012,0.0,4,9.6,40,1,0,0,0,0
32,17,12,1011,0.0,4,11.2,34,0,0,0,0,0
25,23,8,1013,0.0,5,9.7,44,0,0,0,0,0
27,29,5,1010,0.0,5,10.7,33,0,0,0,0,0
30,16,7,1009,0.0,5,10.1,45,0,0,0,0,0
24,81,33,1005,0.0333333333333333,3,3.8,55,0,0,0,0,1
27,23,4,1013,0.0,5,10.1,42,0,0,0,0,0
22,96,9,1003,0.2,3,3.9,65,0,0,1,0,1
25,89,13,1001,0.19999999999999898,1,5.4,61,1,0,1,0,1
24,84,15,1005,0.1,3,3.9,55,0,0,0,0,1
27,72,6,1007,0.36666666666666603,1,9.1,56,1,1,0,0,0
29,22,5,1010,0.0,5,10.7,34,0,0,0,0,0
27,28,6,1012,0.0,5,10.1,40,0,0,0,0,0
33,13,4,1009,0.0,5,10.7,35,0,0,0,0,0
24,41,9,1012,0.0,5,9.7,43,0,0,0,0,0
25,81,5,1004,0.166666666666666,3,5.4,52,1,0,0,0,1
30,27,9,1011,0.0,5,10.7,30,0,0,0,0,0
34,44,7,1001,0.0999999999999999,3,6.2,45,1,0,0,0,0
27,27,6,1012,0.0,5,9.7,45,0,0,0,0,0
22,42,8,1011,0.0,4,9.8,40,0,0,0,0,0
27,38,8,1011,0.0,5,9.7,45,0,0,0,0,0
26,64,9,1007,0.0,4,9.1,50,1,0,0,0,0
25,78,12,1006,0.8,1,3.8,70,1,1,0,1,0
30,23,14,1008,0.0,4,11.2,31,0,0,0,0,0
31,26,5,1009,0.0,5,11.2,34,0,0,0,0,0
24,47,7,1013,0.0,5,10.1,44,0,0,0,0,0
21,26,7,1015,0.0,5,9.8,45,0,0,0,0,0
25,79,11,1011,0.133333333333333,3,9.1,53,1,1,0,0,0
26,65,9,1008,0.0333333333333333,3,9.1,53,1,1,0,0,0
27,63,7,1012,0.0666666666666666,3,9.1,48,1,1,0,0,0
33,38,9,1007,0.0,5,10.4,34,0,0,0,0,0
30,25,9,1008,0.0,3,10.7,30,0,0,0,0,0
28,36,6,1011,0.0,5,9.7,45,0,0,0,0,0
26,39,8,1015,0.0,5,9.7,43,0,0,0,0,0
28,42,12,1007,0.0,5,11.2,32,0,0,0,0,0
31,26,9,1009,0.0,5,10.7,32,0,0,0,0,0
25,56,8,1012,0.0,4,9.7,40,1,0,0,0,0
26,71,7,1007,0.0,4,5.4,54,1,1,0,0,0
25,78,27,1007,0.1,3,3.9,50,1,1,0,0,0
23,85,21,1007,0.0,4,5.4,51,0,0,1,0,1
21,55,13,1010,0.0,5,10.1,43,0,0,0,0,0
22,54,7,1014,0.0,5,9.6,41,0,0,0,0,0
35,23,8,1007,0.0,5,10.4,31,0,0,0,0,0
25,75,6,1007,0.166666666666666,3,5.4,55,1,1,0,0,0
