tempC_avg(0C),Relative humidity_avg(%),windspeedKmph_avg(Km/h),pressureMB_avg,precipMM_avg(mm),weatherDesc,Sunshine Hours,%_soil_moisure,Type of Disease (Bacterial Blight/Telya),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
25,39,7,1015,0.0,5,9.6,43,0,0,0,0,0
23,42,14,1018,0.0,3,9.6,45,0,0,0,0,0
33,21,15,1009,0.0,5,11.2,31,0,0,0,0,0
24,86,7,1005,0.33333333333333304,3,5.4,52,0,0,0,0,1
23,83,11,1011,0.0,3,9.7,55,0,0,0,0,1
26,38,7,1014,0.0,4,9.8,45,1,0,0,0,0
21,94,9,1006,0.0999999999999999,3,3.9,48,0,0,0,0,0
26,29,8,1013,0.0,5,9.7,44,0,0,0,0,0
35,17,10,1008,0.0,5,11.2,30,0,0,0,0,0
25,77,14,1008,0.166666666666666,3,6.2,48,1,1,0,0,0
35,19,10,1008,0.0,5,11.2,31,0,0,0,0,0
25,33,13,1013,0.0,5,9.8,44,0,0,0,0,0
24,81,11,1007,0.0333333333333333,3,5.4,62,0,0,1,0,1
24,85,11,1005,0.266666666666666,1,3.9,66,0,0,1,1,0
24,57,11,1012,0.0666666666666666,3,9.6,45,0,0,0,0,0
23,88,21,1005,0.3,3,3.9,60,0,0,1,0,1
25,80,4,1012,1.33333333333333,1,9.7,56,1,1,0,0,1
33,32,19,1007,0.0,4,10.4,33,1,0,0,0,0
30,16,10,1011,0.0,5,10.7,30,0,0,0,0,0
23,83,19,1006,0.33333333333333304,3,3.9,55,0,0,0,0,1
23,87,19,1005,0.4,3,3.8,50,0,0,0,0,1
24,84,14,1003,0.133333333333333,3,3.8,60,0,0,1,0,1
28,43,9,1009,0.0,5,9.1,48,0,0,0,0,0
32,27,11,1007,0.0,5,11.2,31,0,0,0,0,0
24,80,11,1011,0.0666666666666666,3,5.4,50,0,0,0,0,1
27,62,5,1010,0.0333333333333333,3,9.1,53,1,1,0,0,0
24,43,6,1012,0.0,5,9.6,41,0,0,0,0,0
27,25,9,1012,0.0,4,10.1,42,0,0,0,0,0
26,55,8,1010,0.166666666666666,3,9.1,53,1,1,0,0,0
24,32,4,1015,0.0,5,9.8,43,0,0,0,0,0
23,84,14,1007,0.133333333333333,3,3.9,52,0,0,0,0,1
24,80,9,1008,0.0999999999999999,3,5.4,55,0,0,0,0,1
30,53,15,1007,0.0,5,10.4,30,0,0,0,0,0
32,33,20,1007,0.0,5,10.4,35,0,0,0,0,0
23,90,29,1001,0.633333333333333,3,3.8,50,0,0,0,0,1
26,30,4,1012,0.0,5,9.6,43,0,0,0,0,0
24,29,7,1011,0.0,5,9.7,43,0,0,0,0,0
25,81,14,1001,0.36666666666666603,3,3.8,50,1,0,0,0,1
24,44,10,1010,0.0,4,9.8,43,0,0,0,0,0
23,25,8,1012,0.0,5,9.7,40,0,0,0,0,0
26,44,3,1009,0.0,5,9.7,48,0,0,0,0,0
22,94,23,1000,8.29999999999999,1,3.8,80,1,0,1,1,0
23,88,16,1006,0.0666666666666666,3,5.4,55,0,0,0,0,1
26,71,5,1010,0.0333333333333333,3,5.4,50,1,1,0,0,0
23,86,13,1008,0.0666666666666666,3,3.9,62,0,0,1,0,1
26,76,6,1006,0.6,1,5.4,65,1,1,0,0,0
25,81,10,1004,0.19999999999999898,3,3.9,55,1,0,0,0,1
28,66,18,1003,0.1,3,10.4,40,1,1,0,0,0
22,30,2,1013,0.0,5,9.6,45,0,0,0,0,0
32,33,20,1007,0.0,5,11.2,34,0,0,0,0,0
27,48,3,1010,0.0,4,9.1,52,1,0,0,0,0
24,37,5,1010,0.0,5,9.7,45,0,0,0,0,0
26,34,9,1015,0.0,5,10.1,43,0,0,0,0,0
32,17,9,1012,0.0,5,10.7,31,0,0,0,0,0
30,22,9,1007,0.0,3,10.7,30,0,0,0,0,0
33,39,13,1005,0.0,5,10.4,31,0,0,0,0,0
31,26,8,1010,0.0,5,10.7,35,0,0,0,0,0
31,28,8,1009,0.0,5,11.2,32,0,0,0,0,0
29,65,31,1003,0.0,4,6.2,40,1,0,0,0,0
24,45,6,1011,0.0,5,9.7,41,0,0,0,0,0
34,28,23,1006,0.0,4,10.4,30,1,0,0,0,0
26,43,6,1012,0.0,5,9.7,48,0,0,0,0,0
34,29,10,1005,0.0,5,10.4,30,0,0,0,0,0
25,47,7,1014,0.0,5,9.7,44,0,0,0,0,0
33,27,12,1007,0.0,5,10.4,30,0,0,0,0,0
30,30,19,1008,0.0,5,11.2,31,0,0,0,0,0
26,72,18,1002,0.36666666666666603,3,3.8,50,1,1,0,0,0
32,22,10,1008,0.0,4,11.2,35,0,0,0,0,0
25,43,6,1013,0.0,5,9.7,43,0,0,0,0,0
25,83,3,1009,0.5666666666666661,1,9.7,61,1,0,1,0,1
25,69,27,1007,0.0999999999999999,3,6.2,45,1,1,0,0,0
25,85,6,1003,0.23333333333333303,3,5.4,61,1,0,1,0,1
25,27,10,1015,0.0,5,9.8,41,0,0,0,0,0
23,48,16,1013,0.0,4,10.1,42,0,0,0,0,0
31,51,16,1005,0.0333333333333333,3,10.4,35,1,0,0,0,0
23,53,7,1014,0.0,5,9.6,40,0,0,0,0,0
23,88,38,1001,0.5333333333333329,3,3.9,70,0,0,1,1,0
23,94,30,1001,1.03333333333333,2,3.9,80,0,0,1,1,0
25,80,16,1006,0.166666666666666,3,6.2,52,1,1,0,0,1
25,71,4,1009,0.1,3,9.1,54,1,1,0,0,0
32,39,15,1007,0.0,5,10.4,35,0,0,0,0,0
24,73,16,1004,0.1,3,3.8,46,0,0,0,0,0
27,68,13,1004,0.133333333333333,3,6.2,50,1,1,0,0,0
27,37,13,1011,0.0,4,10.7,34,1,0,0,0,0
25,59,16,1008,0.0333333333333333,3,9.7,45,1,1,0,0,0
31,52,15,1005,0.0,4,6.2,31,1,0,0,0,0
24,83,21,1003,0.2,3,3.8,62,0,0,1,0,1
22,21,8,1012,0.0,5,9.6,41,0,0,0,0,0
26,38,9,1011,0.0,5,10.1,43,0,0,0,0,0
26,69,4,1005,0.166666666666666,3,9.1,54,1,1,0,0,0
34,22,8,1010,0.0,5,10.7,35,0,0,0,0,0
25,83,7,1004,0.2,3,5.4,60,1,0,1,0,1
24,79,9,1009,0.0666666666666666,3,5.4,55,0,0,0,0,0
23,86,27,1005,0.23333333333333303,3,3.9,70,0,0,1,1,0
32,12,5,1010,0.0,5,11.2,31,0,0,0,0,0
28,22,9,1010,0.0,5,10.1,45,0,0,0,0,0
25,76,5,1010,0.36666666666666603,3,5.4,54,1,1,0,0,0
26,78,13,1008,0.1,3,3.8,50,1,1,0,0,0
24,33,7,1013,0.0,5,9.7,41,0,0,0,0,0
27,34,10,1014,0.0,4,10.1,43,1,0,0,0,0
31,20,7,1010,0.0,5,10.7,35,0,0,0,0,0
29,55,17,1004,0.0666666666666666,3,6.2,42,1,1,0,0,0
24,83,13,1002,0.133333333333333,3,3.9,60,0,0,1,0,1
25,83,8,1009,0.2,3,5.4,55,1,0,0,0,1
25,77,21,1005,0.0666666666666666,3,3.8,50,1,1,0,0,0
25,76,7,1009,0.166666666666666,3,5.4,51,1,1,0,0,0
24,82,14,1007,0.0666666666666666,3,3.9,60,0,0,1,0,1
24,82,14,1005,0.0666666666666666,3,3.9,50,0,0,0,0,1
27,35,8,1012,0.0,4,9.1,45,1,0,0,0,0
25,79,20,1008,0.166666666666666,3,3.8,50,1,1,0,0,0
20,34,9,1013,0.0,5,9.8,40,0,0,0,0,0
27,31,10,1015,0.0,4,10.1,43,1,0,0,0,0
26,65,9,1004,0.0333333333333333,3,6.2,40,1,1,0,0,0
22,37,11,1016,0.0,5,9.8,40,0,0,0,0,0
22,91,13,1003,0.46666666666666606,2,3.9,65,0,0,1,0,1
25,80,14,1009,0.133333333333333,3,3.9,52,1,1,0,0,1
27,65,5,1006,0.0333333333333333,5,9.1,56,0,1,0,0,0
27,56,8,1011,0.0666666666666666,3,9.1,52,1,1,0,0,0
24,68,6,1009,0.0333333333333333,3,9.7,50,0,0,0,0,0
25,24,11,1013,0.0,4,10.1,45,0,0,0,0,0
24,27,8,1015,0.0,5,9.8,45,0,0,0,0,0
27,38,8,1012,0.0,5,10.1,40,0,0,0,0,0
28,58,6,1008,0.0,5,9.1,45,1,1,0,0,0
28,21,11,1009,0.0,4,10.7,43,0,0,0,0,0
25,84,9,1007,0.36666666666666603,3,9.1,63,1,0,1,0,1
22,35,8,1015,0.0,5,9.6,43,0,0,0,0,0
23,22,6,1015,0.0,4,9.8,43,0,0,0,0,0
29,42,11,1007,0.0,5,9.1,48,0,0,0,0,0
24,88,12,1003,1.2,1,5.4,62,0,0,1,0,1
24,87,18,1006,0.33333333333333304,1,5.4,60,0,0,1,0,1
25,77,12,1008,0.0666666666666666,3,3.9,60,1,1,0,0,0
31,50,8,1003,0.6,1,6.2,40,1,0,0,0,0
27,77,9,1004,0.19999999999999898,1,6.2,65,1,1,0,0,0
28,63,18,1005,0.0333333333333333,3,3.8,45,1,1,0,0,0
25,30,5,1014,0.0,5,9.8,41,0,0,0,0,0
24,83,28,1005,0.1,3,3.9,62,0,0,1,0,1
35,22,6,1008,0.0,5,11.2,30,0,0,0,0,0
28,66,9,1006,0.5666666666666661,1,9.1,53,1,1,0,0,0
25,20,5,1013,0.0,5,9.8,41,0,0,0,0,0
22,95,13,1004,0.4333333333333329,3,3.9,62,0,0,1,0,1
24,90,27,1002,0.266666666666666,1,5.4,60,0,0,1,0,1
25,77,13,1007,0.0666666666666666,3,3.9,50,1,1,0,0,0
27,68,7,1006,0.23333333333333303,3,9.1,53,1,1,0,0,0
25,56,8,1011,0.0,4,9.7,45,1,0,0,0,0
21,26,8,1016,0.0,5,9.8,44,0,0,0,0,0
25,78,9,1010,0.0,4,5.4,54,1,1,0,0,0
26,50,7,1011,0.0,5,9.1,45,0,0,0,0,0
25,79,16,1004,0.0333333333333333,3,6.2,50,1,1,0,0,0
23,88,30,1003,0.4,3,3.8,50,0,0,0,0,1
27,66,4,1010,0.3,1,9.1,62,1,1,0,0,0
22,91,17,1002,0.39999999999999897,2,3.8,60,0,0,1,0,1
25,85,10,1006,0.266666666666666,1,3.8,65,1,0,1,0,1
25,75,9,1009,0.0,3,5.4,50,0,0,0,0,0
24,22,8,1012,0.0,5,9.8,45,0,0,0,0,0
25,28,6,1017,0.0,5,10.1,45,0,0,0,0,0
22,44,5,1015,0.0,4,9.8,45,0,0,0,0,0
25,46,5,1014,0.0,5,9.8,41,0,0,0,0,0
34,25,9,1007,0.0666666666666666,5,11.2,32,0,0,0,0,0
25,80,13,1005,0.133333333333333,3,3.9,52,1,1,0,0,1
24,78,11,1007,0.0333333333333333,3,5.4,55,0,0,0,0,0
25,35,10,1012,0.0,5,9.1,45,0,0,0,0,0
31,17,6,1008,0.0,4,10.7,35,0,0,0,0,0
24,82,13,1006,0.0999999999999999,3,5.4,50,0,0,0,0,1
24,37,7,1011,0.0,5,9.7,45,0,0,0,0,0
24,42,6,1011,0.0,5,9.7,41,0,0,0,0,0
30,17,9,1009,0.0,4,10.7,31,0,0,0,0,0
28,46,4,1012,0.0,5,9.7,45,0,0,0,0,0
30,32,15,1006,0.0,4,10.4,34,1,0,0,0,0
24,83,20,1007,0.1,3,3.8,50,0,0,0,0,1
32,49,8,1001,0.0,4,6.2,48,1,0,0,0,0
24,27,9,1014,0.0,5,9.6,44,0,0,0,0,0
28,19,6,1009,0.0,5,10.7,30,0,0,0,0,0
26,76,18,1005,0.3,3,3.8,50,1,1,0,0,0
22,47,4,1011,0.0,5,9.6,45,0,0,0,0,0
27,71,16,1004,0.166666666666666,3,6.2,50,1,1,0,0,0
25,55,9,1008,0.0,4,9.1,55,1,0,0,0,0
23,37,7,1012,0.0,5,9.8,44,0,0,0,0,0
28,30,7,1009,0.0,5,11.2,32,0,0,0,0,0
26,58,9,1007,0.0,5,9.1,51,0,0,0,0,0
23,18,7,1011,0.0,5,10.1,41,0,0,0,0,0
24,36,7,1013,0.0,5,9.7,45,0,0,0,0,0
26,48,9,1010,0.0,5,9.7,43,0,0,0,0,0
24,70,6,1010,0.0,5,9.7,50,0,0,0,0,0
23,89,17,1001,1.56666666666666,1,3.8,70,0,0,1,1,0
29,22,7,1010,0.0,5,10.7,35,0,0,0,0,0
24,39,7,1011,0.0,5,9.6,42,0,0,0,0,0
25,80,3,1008,0.3,1,9.7,60,1,1,0,0,1
25,32,4,1013,0.0,5,9.6,40,0,0,0,0,0
29,54,10,1006,0.166666666666666,3,6.2,50,1,1,0,0,0
26,72,11,1004,0.2,3,6.2,45,1,1,0,0,0
25,23,7,1011,0.0,5,10.1,42,0,0,0,0,0
24,84,12,1006,0.23333333333333303,3,3.8,67,0,0,1,1,0
23,90,15,1005,0.36666666666666603,3,3.8,62,0,0,1,0,1
23,91,8,1006,0.0666666666666666,3,3.9,60,0,0,1,0,1
24,79,22,1008,0.0,4,5.4,55,0,0,0,0,0
25,41,9,1013,0.0,4,9.8,44,1,0,0,0,0
25,77,6,1011,0.33333333333333304,3,5.4,50,1,1,0,0,0
22,31,8,1017,0.0,5,9.8,41,0,0,0,0,0
27,69,19,1003,0.0666666666666666,3,6.2,52,1,1,0,0,0
31,28,14,1007,0.0,5,11.2,32,0,0,0,0,0
27,61,19,1005,0.0,4,6.2,50,1,1,0,0,0
24,62,11,1013,0.0,4,9.7,40,0,0,0,0,0
27,19,5,1011,0.0,5,10.1,45,0,0,0,0,0
24,28,10,1013,0.0,5,9.7,40,0,0,0,0,0
32,23,11,1010,0.0,5,11.2,33,0,0,0,0,0
22,97,8,1002,0.6,2,3.9,67,0,0,1,1,0
25,84,19,1004,0.0333333333333333,3,3.8,50,1,0,0,0,1
33,26,6,1008,0.0,5,11.2,30,0,0,0,0,0
22,49,8,1014,0.0,4,9.8,40,0,0,0,0,0
28,68,14,1006,0.2,3,6.2,50,1,1,0,0,0
21,37,11,1016,0.0,5,9.6,45,0,0,0,0,0
25,75,22,1007,0.166666666666666,3,3.8,45,1,1,0,0,0
30,22,9,1010,0.0,5,10.1,44,0,0,0,0,0
31,33,11,1008,0.0,5,11.2,32,0,0,0,0,0
26,40,7,1012,0.0,5,9.1,45,0,0,0,0,0
23,35,6,1012,0.0,5,9.6,45,0,0,0,0,0
24,40,9,1014,0.0,5,9.7,41,0,0,0,0,0
24,81,18,1001,0.46666666666666606,3,3.8,60,0,0,1,0,1
27,68,23,1004,0.0333333333333333,3,6.2,45,1,1,0,0,0
27,70,15,1009,0.0,5,10.4,33,0,0,0,0,0
33,15,11,1008,0.0,5,10.7,32,0,0,0,0,0
30,60,9,1004,0.933333333333333,2,6.2,60,1,1,0,0,0
26,74,4,1009,1.5,2,9.1,67,1,1,0,1,0
31,37,13,1008,0.0,4,10.4,31,1,0,0,0,0
22,90,5,1008,0.0666666666666666,3,9.7,60,0,0,1,0,1
23,83,21,1009,0.1,3,5.4,58,0,0,0,0,1
24,38,10,1011,0.0,4,9.7,44,0,0,0,0,0
24,86,12,1005,0.1,3,5.4,51,0,0,0,0,1
30,11,7,1008,0.0,5,10.7,30,0,0,0,0,0
23,31,9,1014,0.0,5,9.1,45,0,0,0,0,0
32,37,11,1008,0.0,5,11.2,32,0,0,0,0,0
30,57,16,1005,0.0,4,10.4,32,1,1,0,0,0
24,38,5,1013,0.0,5,10.1,40,0,0,0,0,0
25,75,15,1009,0.46666666666666606,1,9.7,65,1,1,0,0,0
24,39,9,1012,0.0,4,9.6,41,0,0,0,0,0
34,17,10,1008,0.0,5,11.2,33,0,0,0,0,0
33,37,20,1004,0.0,5,10.4,30,0,0,0,0,0
22,45,8,1014,0.0,5,10.1,40,0,0,0,0,0
26,75,16,1009,0.0,3,6.2,50,1,1,0,0,0
22,27,9,1012,0.0,5,9.6,44,0,0,0,0,0
30,55,19,1007,0.0,5,10.4,30,0,0,0,0,0
26,72,22,1008,0.0333333333333333,3,3.8,45,1,1,0,0,0
23,86,14,1005,0.0666666666666666,3,3.9,65,0,0,1,0,1
25,62,7,1013,0.0,5,9.1,50,0,0,0,0,0
24,81,21,1009,0.0,3,3.8,50,0,0,0,0,1
32,23,12,1008,0.0,5,11.2,32,0,0,0,0,0
24,28,7,1015,0.0,5,9.8,40,0,0,0,0,0
26,36,6,1015,0.0,5,9.8,45,0,0,0,0,0
22,45,16,1009,0.0,5,10.1,45,0,0,0,0,0
30,21,12,1011,0.0,4,10.7,31,0,0,0,0,0
25,86,9,999,0.166666666666666,3,5.4,60,1,0,1,0,1
26,74,26,1001,0.0333333333333333,3,6.2,45,1,1,0,0,0
31,45,14,1003,0.0,5,6.2,40,0,0,0,0,0
23,28,4,1014,0.0,5,9.6,40,0,0,0,0,0
22,88,12,1004,0.0,3,3.9,64,0,0,1,0,1
26,20,8,1012,0.0,5,10.7,32,0,0,0,0,0
29,46,6,1012,0.0,4,9.1,45,1,0,0,0,0
25,77,20,1006,0.166666666666666,3,3.9,48,1,1,0,0,0
28,41,8,1009,0.0,5,9.1,45,0,0,0,0,0
24,49,14,1010,0.0,4,10.7,32,0,0,0,0,0
31,25,12,1010,0.0,4,11.2,34,0,0,0,0,0
26,78,9,1004,1.03333333333333,1,5.4,53,1,1,0,0,0
33,48,12,1004,0.0333333333333333,3,6.2,35,1,0,0,0,0
30,42,18,1011,0.0,5,10.4,33,0,0,0,0,0
23,62,9,1012,0.0,4,9.6,45,0,0,0,0,0
33,7,9,1008,0.0,5,11.2,32,0,0,0,0,0
27,27,13,1009,0.0,4,10.1,41,0,0,0,0,0
25,78,5,1010,0.23333333333333303,3,9.1,62,1,1,0,0,0
23,86,12,1007,0.2,2,5.4,70,0,0,1,1,0
25,66,5,1006,0.1,3,9.1,50,1,1,0,0,0
29,25,6,1011,0.0,5,10.7,31,0,0,0,0,0
24,35,6,1014,0.0,5,9.8,43,0,0,0,0,0
26,26,4,1010,0.0,5,10.1,45,0,0,0,0,0
23,91,11,1004,0.3,3,3.9,55,0,0,0,0,1
25,40,9,1012,0.0,4,9.7,44,1,0,0,0,0
25,31,13,1012,0.0,5,9.7,45,0,0,0,0,0
33,14,15,1007,0.0,5,11.2,32,0,0,0,0,0
31,21,11,1011,0.0,4,11.2,34,0,0,0,0,0
32,27,18,1008,0.0,5,11.2,32,0,0,0,0,0
26,31,10,1012,0.0,5,9.1,55,0,0,0,0,0
21,24,5,1013,0.0,5,9.6,43,0,0,0,0,0
32,22,11,1008,0.0,5,11.2,34,0,0,0,0,0
24,87,14,1001,0.166666666666666,3,3.8,57,0,0,0,0,1
33,31,9,1008,0.0,5,10.4,30,0,0,0,0,0
25,78,22,1001,0.166666666666666,3,6.2,50,1,1,0,0,0
26,25,3,1013,0.0,5,9.8,42,0,0,0,0,0
34,39,9,1006,0.0333333333333333,5,10.4,34,0,0,0,0,0
26,70,7,1008,0.166666666666666,3,5.4,53,1,1,0,0,0
26,77,17,1001,0.0333333333333333,3,3.8,50,1,1,0,0,0
24,46,7,1011,0.0,4,9.8,45,0,0,0,0,0
23,35,2,1011,0.0,5,9.6,40,0,0,0,0,0
33,22,10,1007,0.0,5,10.4,33,0,0,0,0,0
26,71,20,1001,0.166666666666666,3,6.2,50,1,1,0,0,0
21,69,7,1014,0.0,3,9.1,45,0,0,0,0,0
25,39,9,1015,0.0,5,9.6,45,0,0,0,0,0
26,82,6,1000,0.5,1,3.9,62,1,0,1,0,1
25,77,21,1002,0.1,3,6.2,50,1,1,0,0,0
23,56,10,1015,0.0,4,9.6,40,0,0,0,0,0
27,74,16,1003,0.19999999999999898,3,6.2,50,1,1,0,0,0
24,32,5,1014,0.0,5,9.8,43,0,0,0,0,0
35,14,9,1007,0.0,5,11.2,32,0,0,0,0,0
31,16,10,1010,0.0,4,10.7,35,0,0,0,0,0
23,89,11,1006,0.0666666666666666,3,3.9,55,0,0,0,0,1
25,30,9,1013,0.0,5,10.1,42,0,0,0,0,0
33,7,7,1010,0.0,5,10.7,33,0,0,0,0,0
34,8,4,1010,0.0,5,10.7,31,0,0,0,0,0
22,92,25,1002,1.7,1,3.9,70,0,0,1,1,0
24,80,16,1009,0.133333333333333,3,3.9,50,0,0,0,0,1
25,84,18,1003,0.266666666666666,3,3.9,60,1,0,1,0,1
25,29,7,1014,0.0,5,9.7,41,0,0,0,0,0
35,16,9,1007,0.0,5,11.2,32,0,0,0,0,0
23,48,9,1015,0.0,5,9.6,41,0,0,0,0,0
26,22,6,1018,0.0,5,9.8,45,0,0,0,0,0
25,61,12,1012,0.0,5,9.1,53,0,0,0,0,0
31,25,7,1010,0.0,5,10.7,30,0,0,0,0,0
22,90,19,1008,0.0666666666666666,3,5.4,60,0,0,1,0,1
23,85,14,1005,0.0666666666666666,3,3.9,60,0,0,1,0,1
24,30,5,1015,0.0,5,9.8,44,0,0,0,0,0
23,30,8,1014,0.0,5,9.6,44,0,0,0,0,0
33,38,13,1007,0.0,5,10.4,30,0,0,0,0,0
27,60,8,1009,0.0666666666666666,3,5.4,50,1,1,0,0,0
25,44,7,1013,0.0,5,9.1,45,0,0,0,0,0
27,68,21,1005,0.0333333333333333,4,6.2,50,1,0,0,0,0
23,56,8,1014,0.0,4,10.1,43,0,0,0,0,0
24,47,12,1010,0.0,4,9.7,40,0,0,0,0,0
27,68,7,1000,0.5333333333333329,1,3.8,56,1,1,0,0,0
29,61,27,1005,0.0,4,6.2,35,0,0,0,0,0
26,76,31,1007,0.1,3,3.8,56,1,1,0,0,0
31,51,21,1008,0.0,3,6.2,34,1,1,0,0,0
23,32,7,1012,0.0,5,9.8,45,0,0,0,0,0
26,24,9,1009,0.0,5,10.1,45,0,0,0,0,0
24,87,30,1005,0.6666666666666661,1,3.8,65,0,0,1,0,1
22,52,22,1014,0.0,4,9.7,41,0,0,0,0,0
26,26,8,1016,0.0,5,9.6,45,0,0,0,0,0
25,83,16,1004,0.23333333333333303,3,3.8,55,1,0,0,0,1
25,79,21,1002,0.2,3,3.8,55,1,1,0,0,0
21,57,15,1014,0.0,5,9.8,41,0,0,0,0,0
24,30,9,1012,0.0,5,9.7,45,0,0,0,0,0
26,80,7,1003,0.6,1,5.4,62,1,1,0,0,1
25,83,11,1007,0.9,1,5.4,54,1,0,0,0,1
29,26,11,1010,0.0,5,10.7,31,0,0,0,0,0
22,33,5,1013,0.0,5,9.8,40,0,0,0,0,0
30,23,7,1010,0.0,5,10.7,31,0,0,0,0,0
25,36,7,1012,0.0,5,9.6,45,0,0,0,0,0
25,79,18,1003,0.46666666666666606,1,3.8,55,1,1,0,0,0
22,92,12,1005,0.0333333333333333,3,3.9,62,0,0,1,0,1
34,31,11,1007,0.0,5,10.4,31,0,0,0,0,0
23,28,9,1014,0.0,4,9.8,40,0,0,0,0,0
24,28,3,1015,0.0,5,9.8,42,0,0,0,0,0
27,65,11,1002,0.266666666666666,1,3.8,52,1,1,0,0,0
23,88,17,1006,1.13333333333333,2,3.9,62,0,0,1,0,1
24,73,23,1009,0.0333333333333333,3,3.9,55,0,0,0,0,0
28,38,9,1009,0.0,3,10.7,33,1,0,0,0,0
26,71,23,1005,0.0,3,6.2,50,1,1,0,0,0
23,90,13,1003,0.36666666666666603,3,3.8,60,0,0,1,0,1
31,33,12,1007,0.0,5,10.4,31,0,0,0,0,0
33,13,11,1013,0.0,5,10.7,32,0,0,0,0,0
27,28,9,1012,0.0,4,10.1,41,0,0,0,0,0
25,72,3,1010,0.133333333333333,3,9.1,56,1,1,0,0,0
28,43,4,1011,0.0,5,9.1,52,0,0,0,0,0
25,35,11,1012,0.0,5,9.7,45,0,0,0,0,0
25,82,12,1004,0.133333333333333,3,3.8,58,1,0,0,0,1
23,89,15,1007,0.1,3,5.4,55,0,0,0,0,1
23,90,13,1001,0.4,3,3.9,47,0,0,0,0,1
20,25,8,1016,0.0,5,9.8,40,0,0,0,0,0
26,44,9,1012,0.0,5,9.1,50,0,0,0,0,0
23,28,6,1014,0.0,5,9.6,40,0,0,0,0,0
22,27,8,1014,0.0,5,9.6,42,0,0,0,0,0
22,92,14,1007,0.23333333333333303,3,3.9,55,0,0,0,0,1
29,66,12,1007,0.133333333333333,3,6.2,50,1,1,0,0,0
26,41,8,1009,0.0,4,9.1,52,1,0,0,0,0
27,52,4,1009,0.0,5,9.7,48,0,0,0,0,0
24,51,10,1010,0.0,5,9.7,43,0,0,0,0,0
26,47,3,1010,0.0,5,9.1,45,0,0,0,0,0
31,22,6,1009,0.0,5,11.2,31,0,0,0,0,0
23,47,6,1015,0.0,5,9.8,40,0,0,0,0,0
31,21,15,1010,0.0,5,11.2,32,0,0,0,0,0
28,50,6,1012,0.0333333333333333,3,9.1,50,1,1,0,0,0
26,74,8,1010,0.36666666666666603,1,9.1,59,1,1,0,0,0
23,51,11,1010,0.0,3,9.7,42,0,0,0,0,0
28,57,5,1009,0.1,3,9.1,50,1,1,0,0,0
26,16,9,1011,0.0,5,10.7,34,0,0,0,0,0
26,76,14,1004,0.266666666666666,3,3.8,60,1,1,0,0,0
24,83,12,1006,0.1,3,3.9,55,0,0,0,0,1
24,58,7,1013,0.0,5,9.7,51,0,0,0,0,0
30,38,12,1009,0.0,5,10.4,33,0,0,0,0,0
27,66,4,1012,0.0,4,5.4,55,1,1,0,0,0
23,93,12,1002,0.7,1,3.9,65,0,0,1,0,1
26,67,5,1010,0.0,5,9.1,48,0,0,0,0,0
25,26,5,1016,0.0,5,9.6,42,0,0,0,0,0
29,56,26,1002,0.0,5,6.2,33,0,0,0,0,0
26,30,6,1013,0.0,5,9.8,45,0,0,0,0,0
31,12,4,1009,0.0,5,10.7,32,0,0,0,0,0
25,34,5,1011,0.0,5,9.6,41,0,0,0,0,0
35,16,16,1007,0.0,4,11.2,33,0,0,0,0,0
26,81,10,1003,0.23333333333333303,1,3.8,65,1,0,1,0,1
27,20,12,1011,0.0,4,10.1,44,0,0,0,0,0
25,42,10,1016,0.0,5,9.6,41,0,0,0,0,0
19,82,8,1012,0.1,3,9.6,59,0,0,0,0,0
24,84,29,1004,0.2,3,3.8,61,0,0,1,0,1
25,40,9,1012,0.0,4,9.6,45,1,0,0,0,0
32,34,19,1007,0.0,5,10.4,30,0,0,0,0,0
31,40,11,1004,0.0,4,10.4,33,1,0,0,0,0
27,38,7,1013,0.0,5,9.7,45,0,0,0,0,0
36,22,11,1008,0.0,5,10.4,33,0,0,0,0,0
24,34,16,1014,0.0,4,10.1,43,0,0,0,0,0
25,82,7,1009,0.19999999999999898,1,9.1,55,1,0,0,0,1
24,37,4,1013,0.0,5,9.8,40,0,0,0,0,0
24,87,7,1008,0.9666666666666658,1,5.4,62,0,0,1,0,1
25,77,21,1008,0.166666666666666,3,3.8,50,1,1,0,0,0
25,82,12,1005,0.0333333333333333,3,3.9,50,1,0,0,0,1
24,29,9,1012,0.0,4,10.1,41,0,0,0,0,0
23,62,4,1008,0.0,5,9.1,48,0,0,0,0,0
25,60,7,1011,0.0,5,9.7,45,0,0,0,0,0
25,58,8,1011,0.23333333333333303,3,9.7,50,1,1,0,0,0
33,28,14,1009,0.0,5,11.2,30,0,0,0,0,0
29,57,14,1007,0.0,5,6.2,48,1,1,0,0,0
23,35,13,1012,0.0,4,9.7,44,0,0,0,0,0
24,33,10,1011,0.0,5,10.1,44,0,0,0,0,0
24,83,11,1007,0.133333333333333,3,9.1,55,0,0,0,0,1
33,41,14,1005,0.0,5,10.4,31,0,0,0,0,0
24,83,13,1008,0.0,4,10.4,33,0,0,0,0,0
24,52,8,1011,0.0,4,9.6,45,0,0,0,0,0
31,16,5,1011,0.0,5,10.7,30,0,0,0,0,0
24,80,13,1008,0.0333333333333333,3,3.9,55,0,0,0,0,1
25,72,6,1011,0.2,3,5.4,52,1,1,0,0,0
31,18,11,1009,0.0,5,10.7,32,0,0,0,0,0
